Date,FCR-N Pris (EUR/MW),FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),aFRR UP_FI,aFRR DOWN_FI,mFRR UP_FI,mFRR DOWN_FI,,SPOT_FI,Hydro (GWh),,month,year,day
29/07/2024 03:00,63.1,10,13,9.46,31.82,51.1,5,,-1.27,,,7,2024,29
29/07/2024 04:00,58,14.8,8,9.46,32.06,47.6,5.4,,-1.57,,,7,2024,29
29/07/2024 05:00,25.8,12.4,3.3,11.17,30.62,43.76,5.4,,-1.27,,,7,2024,29
29/07/2024 06:00,25.8,10,2.42,18,36,37.17,5.4,,0,,,7,2024,29
29/07/2024 07:00,22.9,11.2,2,18,36,41.47,5.4,,22.28,,,7,2024,29
29/07/2024 08:00,21.7,10,5,18,50,41.85,5.4,,32.31,,,7,2024,29
29/07/2024 09:00,12.4,26,8,18,68,40.11,5.4,,28.42,,,7,2024,29
29/07/2024 10:00,16,50.7,17.4,18,36,38.84,6.3,,27.23,,,7,2024,29
29/07/2024 11:00,38.1,45.7,37,18,50,39.05,5.4,,20.27,,,7,2024,29
29/07/2024 12:00,53.1,41.7,8,18,50,38.34,5.4,,10.01,,,7,2024,29
29/07/2024 13:00,53.1,33.7,8,18,68,36.38,6.3,,15.01,,,7,2024,29
29/07/2024 14:00,48.1,33.8,8,18,50,33.39,9,,0.01,,,7,2024,29
29/07/2024 15:00,39.6,29.8,2.42,18,50,29.37,9,,0,,,7,2024,29
29/07/2024 16:00,27.5,19.8,2.42,18,45,24.53,9,,-0.04,,,7,2024,29
29/07/2024 17:00,22.4,10,2,18,68,16.92,9,,4.96,,,7,2024,29
29/07/2024 18:00,20.1,8.6,2,18,50,9,9,,15.04,,,7,2024,29
29/07/2024 19:00,18,9.8,2,18,40,9,9,,16.61,,,7,2024,29
29/07/2024 20:00,23,19.7,5,18,40,10,9,,19.06,,,7,2024,29
29/07/2024 21:00,31.5,26,8,18,45,11.7,9,,18.27,,,7,2024,29
29/07/2024 22:00,51.4,41.5,8,18,45,15.7,7.2,,14.05,,,7,2024,29
29/07/2024 23:00,45.4,28.8,8,18,45,18.04,5.6,,8.54,,,7,2024,29
30/07/2024 00:00,45.4,27.1,27.6,18,45,24.35,5,,4.94,,,7,2024,30
30/07/2024 01:00,45.4,14.8,29.1,27.5,36.34,25.67,4.8,,4.92,,,7,2024,30
30/07/2024 02:00,45.4,9.8,41.9,13,29.42,23.87,5.6,,4.92,,,7,2024,30
30/07/2024 03:00,35.3,27,26.4,14.57,22.87,22.8,6.3,,4.92,,,7,2024,30
30/07/2024 04:00,33,14.8,16.8,14.57,22.87,21.38,6.3,,4.94,,,7,2024,30
30/07/2024 05:00,34.7,27,2,14.57,24.96,18.28,9,,4.98,,,7,2024,30
30/07/2024 06:00,18.3,12,2.61,18,36,16.32,9,,14.03,,,7,2024,30
30/07/2024 07:00,18,10.5,2.61,18,35.98,18.8,9,,15.6,,,7,2024,30
30/07/2024 08:00,18,14.8,2.81,18,36,16,9,,21.96,,,7,2024,30
30/07/2024 09:00,20.3,14.8,2.81,40,36.64,18.59,9,,23.21,,,7,2024,30
30/07/2024 10:00,32.3,27,5,18,36,15.74,9,,23.43,,,7,2024,30
30/07/2024 11:00,55.2,47.1,13,18,36.4,14.81,9,,20,,,7,2024,30
30/07/2024 12:00,53,35.1,8,18,36.76,13.6,10.8,,7.84,,,7,2024,30
30/07/2024 13:00,52.1,37.9,8,20,40.06,13.39,11.7,,1.09,,,7,2024,30
30/07/2024 14:00,34.1,29.8,8,18,40.06,11.88,11.7,,0.01,,,7,2024,30
30/07/2024 15:00,26.9,10,2.81,18,36,11.56,10.8,,0.85,,,7,2024,30
30/07/2024 16:00,25.7,10,4.1,18,36,11.2,10.8,,12.93,,,7,2024,30
30/07/2024 17:00,19,6.5,5,20,37.06,10.4,10.8,,20.08,,,7,2024,30
30/07/2024 18:00,18,5,2,18,30.34,11,10.8,,19.6,,,7,2024,30
30/07/2024 19:00,24.4,8,2,39.34,36.58,11,10.8,,21.3,,,7,2024,30
30/07/2024 20:00,22,8,2,34.82,36.22,11.2,9,,22.19,,,7,2024,30
30/07/2024 21:00,25.1,15.8,5,31.34,38.02,11.2,9,,20.94,,,7,2024,30
30/07/2024 22:00,44,30.2,17.9,31.84,36.34,15.81,7.2,,18.08,,,7,2024,30
30/07/2024 23:00,47.9,21.6,24.5,33.5,36.52,24.12,6.4,,15.18,,,7,2024,30
31/07/2024 00:00,52.3,24.5,30.4,34.82,36.76,26.06,5.6,,9.99,,,7,2024,31
31/07/2024 01:00,55.3,8,41.9,19.8,36,28.67,5.6,,12.36,,,7,2024,31
31/07/2024 02:00,55.3,2.72,41.9,12.36,26.14,27.81,5.6,,8,,,7,2024,31
31/07/2024 03:00,60.4,1.5,53.5,12,25,29.9,6.3,,4.98,,,7,2024,31
31/07/2024 04:00,55.4,1.1,34.6,12,25,30.88,6.3,,4.98,,,7,2024,31
31/07/2024 05:00,48.7,21.3,3.06,12,25,26.12,9,,4.94,,,7,2024,31
31/07/2024 06:00,29.1,0,2.07,36,41.5,22.81,9,,4.95,,,7,2024,31
31/07/2024 07:00,25.3,1,2,21,35.98,22.98,9,,11.58,,,7,2024,31
31/07/2024 08:00,22.9,1.64,2.5,25,30.63,34.47,9,,18.16,,,7,2024,31
31/07/2024 09:00,23.4,1.2,4,25,31.83,17.6,9,,25.04,,,7,2024,31
31/07/2024 10:00,26,1.5,5.9,16.57,27.23,19.2,9,,24.5,,,7,2024,31
31/07/2024 11:00,6.91,2,8,15.38,24.47,36,9,,23.07,,,7,2024,31
31/07/2024 12:00,6.91,1.73,2,15.3,20,24.1,9,,29.81,,,7,2024,31
31/07/2024 13:00,5.29,1.73,2,15.3,18.97,24.14,10.8,,25.1,,,7,2024,31
31/07/2024 14:00,5.69,3.2,2,16.28,20.76,24.91,10.8,,23.14,,,7,2024,31
31/07/2024 15:00,26.2,11.1,2.07,15.3,16.22,25.33,10.8,,27.02,,,7,2024,31
31/07/2024 16:00,29.1,27,2.5,15.3,21.72,27.26,10.8,,25.9,,,7,2024,31
31/07/2024 17:00,26,1.2,2.5,15.3,21.17,27.47,10.8,,30,,,7,2024,31
31/07/2024 18:00,26,1,2.07,14,17.3,27.87,9,,32.58,,,7,2024,31
31/07/2024 19:00,26,1,2,15,16.56,26.84,9,,33.35,,,7,2024,31
31/07/2024 20:00,22,1.3,29.1,16.76,15.07,26.54,9,,32.17,,,7,2024,31
31/07/2024 21:00,55.3,28.4,34.1,18.5,17.3,27.64,9,,26.76,,,7,2024,31
31/07/2024 22:00,60.3,32.1,39.6,15,23.98,36,6.3,,28.51,,,7,2024,31
31/07/2024 23:00,80,29.7,44,16.99,23.99,40.16,4,,4.99,,,7,2024,31
01/08/2024 00:00,68.2,10,44,15,25.59,38.3,4,,-0.01,,,8,2024,1
01/08/2024 01:00,81.1,8,40.8,15.82,23.89,38.37,4,,1.09,,,8,2024,1
01/08/2024 02:00,81.1,1.64,44,11.2,19.13,38.44,4,,0,,,8,2024,1
01/08/2024 03:00,68.2,1.9,41.7,10,16.22,38.44,4,,-0.01,,,8,2024,1
01/08/2024 04:00,65.9,1,15.3,11.2,15.16,37.95,4,,-0.01,,,8,2024,1
01/08/2024 05:00,40.4,3.2,4.1,10.5,17.6,37.2,6,,0,,,8,2024,1
01/08/2024 06:00,26.3,5,2.85,20,22,27.78,12.6,,2.34,,,8,2024,1
01/08/2024 07:00,23.4,1,2.2,18.74,21.98,15.02,14.4,,23.06,,,8,2024,1
01/08/2024 08:00,18.4,1.64,2,15,17.87,17.16,14.4,,27.04,,,8,2024,1
01/08/2024 09:00,22.7,1.64,2,16.5,15.16,24.62,16.2,,28.32,,,8,2024,1
01/08/2024 10:00,28.7,1.7,2,15.5,13.77,34.8,12,,32.19,,,8,2024,1
01/08/2024 11:00,55.7,2.21,2,15.48,13.77,36.13,10.8,,29.65,,,8,2024,1
01/08/2024 12:00,64.7,2.21,2,15.82,15.82,38.02,10,,32.09,,,8,2024,1
01/08/2024 13:00,68.8,8,2,15.82,20.63,38.02,12,,49.01,,,8,2024,1
01/08/2024 14:00,54.1,8,2,16,20,37.81,6,,58.43,,,8,2024,1
01/08/2024 15:00,50.5,10,2.48,13,20,36.9,6,,61.77,,,8,2024,1
01/08/2024 16:00,25,8,2.48,14,20,27.68,9,,49.61,,,8,2024,1
01/08/2024 17:00,26.8,8,2,15.48,17.87,24.39,9,,46.62,,,8,2024,1
01/08/2024 18:00,19,5,2.8,16,15.5,23.5,9,,29.77,,,8,2024,1
01/08/2024 19:00,18.1,1,2,16.15,16.34,25.6,9,,33.59,,,8,2024,1
01/08/2024 20:00,19.2,1.8,2,14.5,15.85,28.19,9,,29.7,,,8,2024,1
01/08/2024 21:00,20.7,8,8,14.5,15.83,29.57,9,,24.86,,,8,2024,1
01/08/2024 22:00,67.3,25.9,2,15.82,21.98,36,4.8,,26.86,,,8,2024,1
01/08/2024 23:00,48.6,25.7,8,16.15,20,84.42,5,,23.42,,,8,2024,1
02/08/2024 00:00,49.4,9.8,8,16.15,24,85.77,5,,4.98,,,8,2024,2
02/08/2024 01:00,50.1,8,8,13.41,20.11,86.68,4.89,,4.22,,,8,2024,2
02/08/2024 02:00,50.2,2.1,8,9.04,15,87.22,4.12,,3.36,,,8,2024,2
02/08/2024 03:00,55.8,1.15,32.3,9.04,15,88.53,5,,2.71,,,8,2024,2
02/08/2024 04:00,47.9,1,8,9,15,87.54,5,,2.63,,,8,2024,2
02/08/2024 05:00,38.3,1,2.65,9,15,82.76,7,,3.54,,,8,2024,2
02/08/2024 06:00,27.2,2.1,2,18.74,24,81.13,7,,4.93,,,8,2024,2
02/08/2024 07:00,18,1.75,2,15.48,20,36,7,,7.45,,,8,2024,2
02/08/2024 08:00,16,1.75,2,19,19,29.98,7,,12.57,,,8,2024,2
02/08/2024 09:00,16,1.75,2,20,20,28.42,8.4,,18,,,8,2024,2
02/08/2024 10:00,16,8.4,2.65,18.36,15,33.87,8.4,,19.2,,,8,2024,2
02/08/2024 11:00,20.8,10,5,15,13.58,28.58,8.4,,19.19,,,8,2024,2
02/08/2024 12:00,18,10,5,15,13.66,30.23,8.4,,19.3,,,8,2024,2
02/08/2024 13:00,18,9.8,2.6,14.4,9.41,28.26,9.1,,14.34,,,8,2024,2
02/08/2024 14:00,18,8,2,15.48,10,31.59,9.1,,14.94,,,8,2024,2
02/08/2024 15:00,17.4,6,2,14.4,10,14.4,9.8,,14.82,,,8,2024,2
02/08/2024 16:00,15,8,2,15,15,13.2,9.8,,17.23,,,8,2024,2
02/08/2024 17:00,16.2,6,2,12,15,14.4,9.1,,19.7,,,8,2024,2
02/08/2024 18:00,16,5.4,2,14.4,15,36,8.4,,23.36,,,8,2024,2
02/08/2024 19:00,15,5.4,2,15,13.58,30.26,8.4,,23.53,,,8,2024,2
02/08/2024 20:00,16.5,8,2,14.4,12.92,15.41,7,,23.64,,,8,2024,2
02/08/2024 21:00,20.3,8,2,15,15,13.24,7,,23.02,,,8,2024,2
02/08/2024 22:00,36.5,9.8,2,14.5,20,14.64,6,,22.09,,,8,2024,2
02/08/2024 23:00,28.3,3.99,8,15,20,14.05,4,,19.96,,,8,2024,2
03/08/2024 00:00,39,10.3,5,14.4,21.58,19.03,4,,13.76,,,8,2024,3
03/08/2024 01:00,29.8,10,13,12.92,24,19.99,4,,14.98,,,8,2024,3
03/08/2024 02:00,30.2,2.74,20.6,10,16.07,21.41,4,,14.24,,,8,2024,3
03/08/2024 03:00,30.8,1.9,17,9,16,27.76,4,,13.51,,,8,2024,3
03/08/2024 04:00,35,3.99,13.8,9,16.71,29.66,4,,13.08,,,8,2024,3
03/08/2024 05:00,27.3,1.99,17,9,17.05,87.64,5,,12.46,,,8,2024,3
03/08/2024 06:00,18.6,1.99,2.35,25,28.68,88.3,5,,13.75,,,8,2024,3
03/08/2024 07:00,18,1,8.1,16,18.17,87.46,6,,15.97,,,8,2024,3
03/08/2024 08:00,17.4,1.6,8,16,17.6,87.6,6,,18.65,,,8,2024,3
03/08/2024 09:00,18,1.2,8,18,16.22,88.3,6,,19.58,,,8,2024,3
03/08/2024 10:00,18,1.77,8,12,12.47,93.2,4.8,,20.24,,,8,2024,3
03/08/2024 11:00,22.4,1.9,9.8,11.16,11.06,96.63,4.8,,19.98,,,8,2024,3
03/08/2024 12:00,18.11,3.99,9.6,14.18,14.34,97.05,4.8,,19.87,,,8,2024,3
03/08/2024 13:00,22,5,8.4,15,19.08,98.64,5,,14.66,,,8,2024,3
03/08/2024 14:00,28,3.99,5,15,20,97.45,4.8,,6.41,,,8,2024,3
03/08/2024 15:00,16,1.99,2.94,15,20,92.85,7,,4.1,,,8,2024,3
03/08/2024 16:00,17.7,3.1,2,15,20,82.88,7,,13.25,,,8,2024,3
03/08/2024 17:00,16,1,2,15,18.51,85.78,8,,22.23,,,8,2024,3
03/08/2024 18:00,16,1.77,2,16,18,85.5,9,,23.75,,,8,2024,3
03/08/2024 19:00,16,2.74,2,13.58,14.34,38,9,,23.22,,,8,2024,3
03/08/2024 20:00,16,1,2.35,15.98,14.34,30.86,9,,23.03,,,8,2024,3
03/08/2024 21:00,20.3,2,5,16.62,20.3,23.55,9,,22.9,,,8,2024,3
03/08/2024 22:00,22.4,3.8,14.3,16,26.86,23.78,8,,22.23,,,8,2024,3
03/08/2024 23:00,31.9,5,10.9,16,49.01,28.33,8.8,,21.01,,,8,2024,3
04/08/2024 00:00,27.7,1.99,15.3,16,37.5,26.78,8.8,,19.31,,,8,2024,4
04/08/2024 01:00,26.6,5,27.4,10.14,54.96,29.24,8.8,,19.41,,,8,2024,4
04/08/2024 02:00,28.1,1.99,21.8,8.16,28.98,29.66,8.8,,18.65,,,8,2024,4
04/08/2024 03:00,23.7,1,12.9,6.64,27.1,30.01,8.8,,18.43,,,8,2024,4
04/08/2024 04:00,24.2,1.99,19.7,6.46,27.16,34.8,8.8,,18.03,,,8,2024,4
04/08/2024 05:00,21.6,1.77,10,6.47,28.92,87.64,8.8,,17.29,,,8,2024,4
04/08/2024 06:00,19.8,2.74,8.8,40,54.84,88.3,8.8,,17.01,,,8,2024,4
04/08/2024 07:00,18,1,9.6,40,53.34,87.46,8.8,,19.57,,,8,2024,4
04/08/2024 08:00,16,5.2,12,76,39.1,87.6,8.8,,20.78,,,8,2024,4
04/08/2024 09:00,22.8,5,9.8,19,39,90.17,11,,22.25,,,8,2024,4
04/08/2024 10:00,36,1,8,10.8,20,95.07,11,,20.93,,,8,2024,4
04/08/2024 11:00,47,1,8.8,10.8,20,98.5,8.8,,15.23,,,8,2024,4
04/08/2024 12:00,41.2,1.2,4,12.5,25.21,97.05,8.8,,4.97,,,8,2024,4
04/08/2024 13:00,36.2,1,14,13.45,22.08,96.77,8.8,,4.26,,,8,2024,4
04/08/2024 14:00,40,1,14.2,13.6,24,95.58,11,,-0.02,,,8,2024,4
04/08/2024 15:00,30.4,10,8.3,12,24,92.85,11,,1.92,,,8,2024,4
04/08/2024 16:00,18,6,2.35,11.76,26,42.86,11,,4.98,,,8,2024,4
04/08/2024 17:00,19.3,10,2.5,10.8,24,36.95,11,,15.85,,,8,2024,4
04/08/2024 18:00,18,1.77,1.9,11.98,20,37.79,11,,21.92,,,8,2024,4
04/08/2024 19:00,18,5,3.5,11.98,20,34.8,11,,25.88,,,8,2024,4
04/08/2024 20:00,18,9.8,4.5,13.11,20,32.66,11,,25.76,,,8,2024,4
04/08/2024 21:00,18.9,2.74,4,13.5,20,34.8,8.8,,25.12,,,8,2024,4
04/08/2024 22:00,22.4,4.45,1.81,13,28.9,32.12,8.8,,24.91,,,8,2024,4
04/08/2024 23:00,27.3,2.74,2.35,12.5,28.9,74.11,5.6,,24.02,,,8,2024,4
05/08/2024 00:00,28.6,1.77,6.8,11.5,30,74.11,5,,22.58,,,8,2024,5
05/08/2024 01:00,27.5,5,9.4,11.5,22.1,74.11,5,,23.19,,,8,2024,5
05/08/2024 02:00,25.3,1.77,8.2,11.16,16,74.11,5,,21.94,,,8,2024,5
05/08/2024 03:00,18.8,1,9.4,7.5,15,74.11,5,,20.79,,,8,2024,5
05/08/2024 04:00,18,1,6.4,7.5,15,74.11,5,,20.97,,,8,2024,5
05/08/2024 05:00,22.5,1.7,2.94,7.5,16.44,74.11,8,,21.44,,,8,2024,5
05/08/2024 06:00,19.2,5.2,1.81,12.92,19,74.11,12.9,,23.58,,,8,2024,5
05/08/2024 07:00,18,9,1.27,12.92,19.26,100,13.7,,24.08,,,8,2024,5
05/08/2024 08:00,15.58,3.99,1.27,12.92,18.29,74.11,14,,25.96,,,8,2024,5
05/08/2024 09:00,15.8,3.99,1.27,9.87,18.88,74.11,14,,27.32,,,8,2024,5
05/08/2024 10:00,24.5,1.99,2.35,9.87,16,74.11,11.2,,27.62,,,8,2024,5
05/08/2024 11:00,24.2,5,6,12.92,18.7,74.11,11.2,,27.92,,,8,2024,5
05/08/2024 12:00,18.11,4,5,12.92,20.46,74.11,11.2,,27.67,,,8,2024,5
05/08/2024 13:00,19.8,10,4,12.02,19.5,74.11,12.6,,27.6,,,8,2024,5
05/08/2024 14:00,18,1.77,1.81,15,22.08,74.11,12.6,,27.01,,,8,2024,5
05/08/2024 15:00,19.3,9.8,2,15,22.02,79.37,12.6,,26.51,,,8,2024,5
05/08/2024 16:00,19.3,5,2,15,21.17,74.11,12.6,,25.88,,,8,2024,5
05/08/2024 17:00,18,5.2,2,12,17.96,74.11,15.79,,26,,,8,2024,5
05/08/2024 18:00,18,6.2,1.81,12.6,16.37,74.11,25.28,,26,,,8,2024,5
05/08/2024 19:00,18,9.8,2.35,12,18.99,74.11,21.6,,26.65,,,8,2024,5
05/08/2024 20:00,18.5,16.5,4.5,12.29,14,74.11,21.4,,26,,,8,2024,5
05/08/2024 21:00,22.8,5.9,4,13,15,74.11,11.2,,25.75,,,8,2024,5
05/08/2024 22:00,27.1,3.99,8,13,16,74.11,9.8,,25.2,,,8,2024,5
05/08/2024 23:00,19.64,7.7,8,13,16,65.21,9.8,,24.54,,,8,2024,5
06/08/2024 00:00,19.3,9.7,8,12,16.01,63.95,8.4,,21.05,,,8,2024,6
06/08/2024 01:00,22,8.2,1.7,12,18.77,63.11,8.4,,19.25,,,8,2024,6
06/08/2024 02:00,22,5,1.88,9.98,12,62.9,8.4,,17.99,,,8,2024,6
06/08/2024 03:00,21.9,5,9.4,9.15,12.96,62.9,8.4,,17.74,,,8,2024,6
06/08/2024 04:00,18,1.2,6,9.15,12.66,64.16,9.1,,17.59,,,8,2024,6
06/08/2024 05:00,18,1.53,2.62,9,12,76.5,9.6,,17.81,,,8,2024,6
06/08/2024 06:00,18,4.2,1.88,12,19,36.4,12.9,,19.72,,,8,2024,6
06/08/2024 07:00,18,9.8,3.09,16.37,19,36.4,12.8,,22.87,,,8,2024,6
06/08/2024 08:00,18,9.8,3.09,16.37,19,76.5,14.4,,25.39,,,8,2024,6
06/08/2024 09:00,18,14.8,1.42,17.96,19,76.5,12.8,,26.25,,,8,2024,6
06/08/2024 10:00,10.82,10,4,16.37,18.69,58.7,11.2,,27.53,,,8,2024,6
06/08/2024 11:00,10.82,12.5,1,16.37,19.92,54.71,11.2,,28.17,,,8,2024,6
06/08/2024 12:00,10.89,11.9,1.42,16.37,21.39,54.5,11.2,,22.75,,,8,2024,6
06/08/2024 13:00,18,9.8,1.88,17.96,20.48,76.5,12.8,,17.47,,,8,2024,6
06/08/2024 14:00,18,6.6,1.88,16.37,19.76,56.81,11.2,,16.33,,,8,2024,6
06/08/2024 15:00,18,9.8,4.9,16.37,19.76,60.8,11.2,,16.53,,,8,2024,6
06/08/2024 16:00,18,9.8,1.9,16.37,19.74,74.11,11.9,,19.92,,,8,2024,6
06/08/2024 17:00,18,16.8,2,17.96,19,74.11,12.2,,27.51,,,8,2024,6
06/08/2024 18:00,18.1,9.8,1.42,16.37,15,76.5,13.9,,28.04,,,8,2024,6
06/08/2024 19:00,18,9.8,2.62,16.37,15.93,36.4,13.79,,27.67,,,8,2024,6
06/08/2024 20:00,18,14.7,1.2,16.37,15.93,36.4,11.9,,26,,,8,2024,6
06/08/2024 21:00,18.2,5,1.2,17.96,17.18,36.4,9.6,,25.48,,,8,2024,6
06/08/2024 22:00,22.3,12,10.4,16.37,18.77,74.11,9.7,,24.65,,,8,2024,6
06/08/2024 23:00,24.3,9.8,8,16.37,20,53.45,8,,21.58,,,8,2024,6
07/08/2024 00:00,19,9.8,9.6,17,22,52.4,8,,17.46,,,8,2024,7
07/08/2024 01:00,25.9,5,22.1,16.56,25.64,52.19,8,,14.04,,,8,2024,7
07/08/2024 02:00,25.9,1,26,10.94,17.88,51.98,8,,12.4,,,8,2024,7
07/08/2024 03:00,26.8,1.75,19.1,9.18,12,52.19,8,,11.94,,,8,2024,7
07/08/2024 04:00,25.3,1,7.6,9.18,12,53.87,8,,11.88,,,8,2024,7
07/08/2024 05:00,19,1.75,2.99,10.94,18.54,58.91,8,,12.43,,,8,2024,7
07/08/2024 06:00,18,6.1,1.9,26,33,36.4,9.7,,14.88,,,8,2024,7
07/08/2024 07:00,18,13,1.43,24,34.83,36.4,10.7,,17.03,,,8,2024,7
07/08/2024 08:00,18,14.8,1,17.98,30.56,36.4,11.2,,20.58,,,8,2024,7
07/08/2024 09:00,18,14.8,1.43,18,26,36.4,12.8,,22.96,,,8,2024,7
07/08/2024 10:00,18,13,3,12.36,15,36.4,12.8,,23.2,,,8,2024,7
07/08/2024 11:00,18.11,19.8,5,12.6,17.4,36.4,12.8,,22.21,,,8,2024,7
07/08/2024 12:00,18.11,14.8,2,15.07,19,36.4,12.8,,22.38,,,8,2024,7
07/08/2024 13:00,18,14.4,1.77,16.56,20,36,12.8,,22.41,,,8,2024,7
07/08/2024 14:00,17.4,10,1.77,16.56,20,36.4,12.8,,20.86,,,8,2024,7
07/08/2024 15:00,18,10,5.3,16.92,20.28,36.4,12.8,,20,,,8,2024,7
07/08/2024 16:00,19.2,9.8,7.1,16.56,20,36.4,12.8,,20.6,,,8,2024,7
07/08/2024 17:00,18,5,8,16.56,20,36.4,14.16,,20.19,,,8,2024,7
07/08/2024 18:00,18,5,8,15,20,36.4,12.8,,20.18,,,8,2024,7
07/08/2024 19:00,18,6.5,6,12.87,19.5,55.62,11.2,,20.7,,,8,2024,7
07/08/2024 20:00,18,10,8,12.6,18.62,57.44,11.2,,17.88,,,8,2024,7
07/08/2024 21:00,19.4,10,8,12.87,15,40.84,9.6,,14.72,,,8,2024,7
07/08/2024 22:00,18.8,9.8,1.84,12.87,28.08,37.92,9.6,,12.14,,,8,2024,7
07/08/2024 23:00,48.4,13.3,2.68,16.56,28,30.8,8,,8.89,,,8,2024,7
08/08/2024 00:00,45.4,2.54,8,15.07,31.2,33.6,8,,4.93,,,8,2024,8
08/08/2024 01:00,36.7,1,15.4,12,26.85,36.4,8,,2.9,,,8,2024,8
08/08/2024 02:00,36.6,2.13,13,8.08,15,64.11,8,,2.59,,,8,2024,8
08/08/2024 03:00,42.3,2.54,13,8.08,15,64.11,8,,2.58,,,8,2024,8
08/08/2024 04:00,34.4,4.45,1.15,9,19.84,64.11,8,,2.61,,,8,2024,8
08/08/2024 05:00,30.1,5,8,8.71,19.36,42.52,8.7,,2.97,,,8,2024,8
08/08/2024 06:00,18,5,1.15,20,36.5,46.72,9.6,,4.87,,,8,2024,8
08/08/2024 07:00,22.6,7.8,2.68,15,20.66,54.07,9.6,,8.6,,,8,2024,8
08/08/2024 08:00,23,12,1.84,19,20,94.45,10.4,,14.72,,,8,2024,8
08/08/2024 09:00,23.5,10.9,1.84,20,19,64.11,10.4,,16.42,,,8,2024,8
08/08/2024 10:00,22.3,11.2,1.84,14.24,17.12,64.11,10.9,,16.24,,,8,2024,8
08/08/2024 11:00,24,11.5,1.84,12.51,15,43.57,9.6,,15.77,,,8,2024,8
08/08/2024 12:00,30,4.45,1.9,12,16.22,41.05,9.6,,17,,,8,2024,8
08/08/2024 13:00,23.9,4.45,2,12,19,40.21,11.2,,15.27,,,8,2024,8
08/08/2024 14:00,22.6,9.8,2.68,12.5,20,41.05,10.4,,9.23,,,8,2024,8
08/08/2024 15:00,21.9,9.8,2,16.37,20.7,41.47,11.2,,7.45,,,8,2024,8
08/08/2024 16:00,21.3,9.8,2.68,14.54,19.38,44.83,11.2,,8,,,8,2024,8
08/08/2024 17:00,21.4,2.9,2,12,16.16,47.98,11.2,,17.45,,,8,2024,8
08/08/2024 18:00,18.4,6,1.9,12,16.8,49.87,11.2,,19.82,,,8,2024,8
08/08/2024 19:00,18,6.3,1.84,12,14.34,36,9.8,,12.73,,,8,2024,8
08/08/2024 20:00,22.4,9.8,1.9,12,16.22,28,9.6,,10.24,,,8,2024,8
08/08/2024 21:00,22.4,14.8,2.68,12.2,16.22,23.4,8,,6.57,,,8,2024,8
08/08/2024 22:00,41.2,8.9,31.3,14.54,36,22.4,8,,4.69,,,8,2024,8
08/08/2024 23:00,37.4,88.1,32.6,16.92,55,14.1,5.6,,3.04,,,8,2024,8
09/08/2024 00:00,37.8,58.5,48.4,16.92,46.5,12.97,5,,0,,,8,2024,9
09/08/2024 01:00,37.6,36,102.3,12,30,13.82,5,,2.82,,,8,2024,9
09/08/2024 02:00,40.3,27,77.7,9,21.64,16,5,,2.45,,,8,2024,9
09/08/2024 03:00,39.7,21.5,29.8,9,14,16.8,5,,2.61,,,8,2024,9
09/08/2024 04:00,36,14.8,24.3,9,21.64,14,7,,2.67,,,8,2024,9
09/08/2024 05:00,22.4,14.8,5,9,21.58,12.5,8.4,,3.23,,,8,2024,9
09/08/2024 06:00,22.4,14.6,7.1,20,39.89,14.32,9.8,,4.21,,,8,2024,9
09/08/2024 07:00,22.4,19.8,7.1,20,33.06,19.6,9.8,,7.54,,,8,2024,9
09/08/2024 08:00,20,26,8,19,32.94,16.8,9.8,,16.33,,,8,2024,9
09/08/2024 09:00,22.4,27,12,19.93,30,15,9.8,,17.34,,,8,2024,9
09/08/2024 10:00,22.4,28.4,13,12.22,17,15.44,9.8,,17.26,,,8,2024,9
09/08/2024 11:00,22.4,30.8,8,12,19.94,18.2,9.1,,8.76,,,8,2024,9
09/08/2024 12:00,25.3,30.9,8,12,20.72,18.24,7,,2.98,,,8,2024,9
09/08/2024 13:00,25.2,30.4,8,12.22,27.81,19.15,8.4,,0.05,,,8,2024,9
09/08/2024 14:00,25.3,36.1,8,12.22,28.17,20.91,7,,-0.16,,,8,2024,9
09/08/2024 15:00,22.5,30.8,8,12,29,21.82,7,,-0.8,,,8,2024,9
09/08/2024 16:00,19,28,13.6,12.22,26,22.55,8,,-0.11,,,8,2024,9
09/08/2024 17:00,20.4,25.3,11.3,12,21.62,20.31,8.2,,-0.01,,,8,2024,9
09/08/2024 18:00,22.4,26.3,13,12,19.82,16,8,,2.62,,,8,2024,9
09/08/2024 19:00,22.4,28.3,22.4,12.22,15,15,7,,4.89,,,8,2024,9
09/08/2024 20:00,38.6,39.3,8,12,18.5,12.5,7,,4.06,,,8,2024,9
09/08/2024 21:00,45.2,46,8,12,15,11,6,,3.35,,,8,2024,9
09/08/2024 22:00,50.1,62.3,2.88,12.22,29,12.5,5,,1.64,,,8,2024,9
09/08/2024 23:00,53.1,25,8,11.71,36.63,7,4.9,,-0.06,,,8,2024,9
10/08/2024 00:00,52.4,22.6,13,11.71,39.53,7,4.9,,-1.28,,,8,2024,10
10/08/2024 01:00,65.2,2.02,36.4,11.4,30.58,6.45,4.9,,-0.81,,,8,2024,10
10/08/2024 02:00,65.2,1.9,38,9.1,15,6,4.9,,-0.89,,,8,2024,10
10/08/2024 03:00,65.3,9.8,55.5,10,15,6,4.9,,-0.87,,,8,2024,10
